,Strategy,Application,Module,Device,Instances,Delay,Network,EnergyConsumption,DeviceMaxCPU,DeviceCPUUsage,ModuleMIPS,ModuleRAM,TupleCpuLength,SEED,UplinkBandwidth,DownlinkBandwidth,UplinkLatency,TupleNwLength,DeviceLevel,Simulation,Rate,ModuleCpuLoad
3288,CB-E,DCNS,object_detector,cloud,6,781.99,6793.45,35665.82,44800.0,9333.46,550,10,2167.42,1329531353,100.0,10000.0,0.0,2000.0,0,9,0.5,1083.71
926,ELSA,DCNS,object_tracker,d-0,3,178.96,81253.05,9750.3,4000.0,3602.37,300,10,1029.25,1145661099,10000.0,10000.0,50.0,100.0,1,8,0.5,514.625
2340,CB-E,Translation_Service,storageModule,d-1-0,4,0.0,3419.5,10599.63,2000.0,1959.44,1000,10,911.37,1835732737,10000.0,10000.0,25.0,1000.0,1,12,0.1,91.137
2476,CB-E,Translation_Service,storageModule,d-1-0,2,0.0,571.0,5318.04,2000.0,975.34,1000,10,1083.71,1329531353,10000.0,10000.0,25.0,1000.0,1,2,0.1,108.371
771,ELSA,DCNS,object_tracker,cloud,3,81.96,65785.35,23556.79,44800.0,6041.69,300,10,1083.71,1329531353,100.0,10000.0,0.0,100.0,0,6,0.5,541.855
719,ELSA,DCNS,object_tracker,d-0,3,70.87,56215.5,10290.76,4000.0,3803.77,300,10,1086.79,1282538739,10000.0,10000.0,50.0,100.0,1,5,0.5,543.395
2656,CB-E,DCNS,object_tracker,d-0,3,130.6,6948.35,10261.83,4000.0,3792.99,300,10,1083.71,1329531353,10000.0,10000.0,50.0,100.0,1,4,0.5,541.855
1016,ELSA,DCNS,object_tracker,cloud,6,240.71,88748.9,39619.56,44800.0,10408.27,300,10,1029.25,1145661099,100.0,10000.0,0.0,100.0,0,9,0.5,514.625
2650,CB-E,Translation_Service,storageModule,d-1-0,4,0.0,1900.0,8978.59,2000.0,1657.4,1000,10,920.78,794161987,10000.0,10000.0,25.0,1000.0,1,4,0.1,92.078
3574,MGA,DCNS,object_tracker,cloud,12,177.7,671785.3,73678.98,44800.0,19448.67,300,10,1071.55,1954324947,100.0,10000.0,0.0,100.0,0,12,0.5,535.775
103,ELSA,VRGame,concentration_calculator,d-0,10,78.28,21050.0,2743.51,4000.0,1011.62,350,10,3189.78,1835732737,10000.0,10000.0,50.0,500.0,1,10,0.06,191.3868
617,ELSA,DCNS,object_detector,cloud,2,30.18,43851.65,11098.92,44800.0,2655.08,550,10,2082.42,1410143363,100.0,10000.0,0.0,2000.0,0,4,0.5,1041.21
2435,CB-E,VRGame,connector,d-1-0,2,0.0,393.0,2613.86,2000.0,471.48,100,10,1071.55,1954324947,10000.0,10000.0,25.0,1000.0,1,2,0.01,10.7155
3066,CB-E,DCNS,object_tracker,d-0,3,362.29,8969.85,9862.64,4000.0,3644.23,300,10,1041.21,1410143363,10000.0,10000.0,50.0,100.0,1,7,0.5,520.605
3255,CB-E,Translation_Service,storageModule,d-0,4,0.0,2668.0,6021.65,4000.0,2212.88,1000,10,1029.25,1145661099,10000.0,10000.0,50.0,1000.0,1,9,0.1,102.925
4003,MGA,Translation_Service,processingModule,d-0,7,126.26,21122.25,8783.61,4000.0,3242.13,2500,10,3602.37,1145661099,10000.0,10000.0,50.0,500.0,1,7,0.1,360.237
2798,CB-E,Translation_Service,storageModule,d-0,1,0.0,1895.0,1398.54,4000.0,490.07,1000,10,1089.05,633816299,10000.0,10000.0,50.0,1000.0,1,5,0.1,108.905
1151,Edgewards,DCNS,user_interface,cloud,1,0.0,2602.95,1379.88,44800.0,13.02,200,10,520.6,1410143363,100.0,10000.0,0.0,2000.0,0,1,0.025,13.015
2061,CB-E,VRGame,connector,d-1-0,10,0.0,5760.0,9917.52,2000.0,1832.34,100,10,920.78,794161987,10000.0,10000.0,25.0,1000.0,1,10,0.01,9.2078
2246,CB-E,DCNS,object_detector,cloud,8,838.85,7503.05,47953.72,44800.0,12673.86,550,10,2178.11,633816299,100.0,10000.0,0.0,2000.0,0,11,0.5,1089.055
436,ELSA,DCNS,user_interface,cloud,2,0.0,21673.65,1426.56,44800.0,25.7,200,10,514.09,200496737,100.0,10000.0,0.0,2000.0,0,2,0.025,12.852250000000002
1209,Edgewards,DCNS,object_detector,cloud,10,178.06,555911.5,59309.57,44800.0,15551.26,550,10,2056.37,200496737,100.0,10000.0,0.0,2000.0,0,10,0.5,1028.185
3002,CB-E,DCNS,object_detector,d-1-0,1,586.92,9123.85,9865.94,2000.0,1822.73,550,10,1822.73,1835732737,10000.0,10000.0,25.0,2000.0,1,7,0.5,911.365
3891,MGA,Translation_Service,processingModule,d-0,5,80.88,14483.75,6291.41,4000.0,2313.41,2500,10,3598.64,200496737,10000.0,10000.0,50.0,500.0,1,5,0.1,359.86400000000003
140,ELSA,Translation_Service,processingModule,cloud,2,425.01,25915.5,3979.57,44800.0,719.73,2500,10,3598.64,200496737,100.0,10000.0,0.0,500.0,0,10,0.1,359.86400000000003
3498,MGA,DCNS,object_detector,cloud,11,178.15,607064.4,67593.16,44800.0,17794.68,550,10,2139.1,428956419,100.0,10000.0,0.0,2000.0,0,11,0.5,1069.55
469,ELSA,Translation_Service,storageModule,d-0,3,0.0,8139.75,3958.09,4000.0,1443.9,1000,10,1069.55,428956419,10000.0,10000.0,50.0,1000.0,1,3,0.1,106.955
1067,ELSA,DCNS,object_tracker,d-0,3,264.74,87636.9,10312.0,4000.0,3811.69,300,10,1089.05,633816299,10000.0,10000.0,50.0,100.0,1,9,0.5,544.525
2184,CB-E,Translation_Service,storageModule,d-1-0,5,0.0,2727.0,10578.89,2000.0,1955.57,1000,10,1029.25,1145661099,10000.0,10000.0,25.0,1000.0,1,11,0.1,102.925
129,ELSA,Translation_Service,processingModule,cloud,2,483.67,24462.5,4919.86,44800.0,975.34,2500,10,3792.99,1329531353,100.0,10000.0,0.0,500.0,0,10,0.1,379.299
2496,CB-E,VRGame,connector,d-1-0,2,0.0,386.0,2542.21,2000.0,458.13,100,10,1041.21,1410143363,10000.0,10000.0,25.0,1000.0,1,2,0.01,10.4121
845,ELSA,DCNS,object_tracker,d-0,2,80.77,75567.2,9865.94,4000.0,3645.46,300,10,911.37,1835732737,10000.0,10000.0,50.0,100.0,1,7,0.5,455.685
2,ELSA,DCNS,user_interface,cloud,1,0.0,10496.7,1381.18,44800.0,13.37,200,10,534.78,428956419,100.0,10000.0,0.0,2000.0,0,1,0.025,13.3695
1024,ELSA,DCNS,user_interface,cloud,9,0.0,91668.9,33558.14,44800.0,8760.51,200,10,455.68,1835732737,100.0,10000.0,0.0,2000.0,0,9,0.025,11.392
940,ELSA,DCNS,user_interface,cloud,8,0.0,84743.05,28767.81,44800.0,7458.28,200,10,460.39,794161987,100.0,10000.0,0.0,2000.0,0,8,0.025,11.50975
3157,CB-E,DCNS,object_tracker,d-0,3,402.38,9517.65,10261.83,4000.0,3792.99,300,10,1083.71,1329531353,10000.0,10000.0,50.0,100.0,1,8,0.5,541.855
805,ELSA,DCNS,user_interface,cloud,6,0.0,65571.35,23619.98,44800.0,6058.87,200,10,543.4,1282538739,100.0,10000.0,0.0,2000.0,0,6,0.025,13.585
3998,MGA,VRGame,concentration_calculator,d-0,7,76.24,13312.5,4336.85,4000.0,1585.04,350,10,3602.37,1145661099,10000.0,10000.0,50.0,500.0,1,7,0.06,216.1422
2792,CB-E,DCNS,object_tracker,cloud,1,266.22,9130.25,11597.79,44800.0,2790.7,300,10,1089.05,633816299,100.0,10000.0,0.0,100.0,0,5,0.5,544.525
3687,MGA,DCNS,object_tracker,d-0,2,27.6,21202.65,8850.78,4000.0,3267.16,300,10,1089.05,633816299,10000.0,10000.0,50.0,100.0,1,2,0.5,544.525
2009,CB-E,DCNS,object_detector,d-0,2,816.73,8334.25,10128.84,4000.0,3743.43,550,10,2139.1,428956419,10000.0,10000.0,50.0,2000.0,1,10,0.5,1069.55
3469,MGA,DCNS,object_tracker,cloud,10,177.6,555911.5,59309.57,44800.0,15551.26,300,10,1028.18,200496737,100.0,10000.0,0.0,100.0,0,10,0.5,514.09
2963,CB-E,DCNS,object_detector,d-1-0,1,657.23,7959.85,8693.78,2000.0,1604.33,550,10,2139.1,428956419,10000.0,10000.0,25.0,2000.0,1,7,0.5,1069.55
2787,CB-E,Translation_Service,storageModule,d-1-0,5,0.0,2039.5,10568.02,2000.0,1953.55,1000,10,1028.18,200496737,10000.0,10000.0,25.0,1000.0,1,5,0.1,102.818
2681,CB-E,VRGame,concentration_calculator,d-1-0,4,29.24,1258.0,5000.98,2000.0,916.26,350,10,3644.23,1410143363,10000.0,10000.0,25.0,500.0,1,4,0.06,218.6538
904,ELSA,DCNS,user_interface,cloud,8,0.0,82377.05,35168.05,44800.0,9198.15,200,10,534.78,428956419,100.0,10000.0,0.0,2000.0,0,8,0.025,13.3695
3272,CB-E,VRGame,connector,d-1-0,9,0.0,5398.0,9868.11,2000.0,1823.13,100,10,920.78,794161987,10000.0,10000.0,25.0,1000.0,1,9,0.01,9.2078
1840,Edgewards,Translation_Service,storageModule,d-0,8,0.0,23483.0,10048.44,4000.0,3701.46,1000,10,1028.18,200496737,10000.0,10000.0,50.0,1000.0,1,8,0.1,102.818
1620,Edgewards,DCNS,user_interface,cloud,5,0.0,277907.0,32292.76,44800.0,8195.57,200,10,541.86,1329531353,100.0,10000.0,0.0,2000.0,0,5,0.025,13.546500000000002
1784,Edgewards,Translation_Service,storageModule,d-0,7,0.0,21229.25,8918.42,4000.0,3279.81,1000,10,1041.21,1410143363,10000.0,10000.0,50.0,1000.0,1,7,0.1,104.121
1139,Edgewards,DCNS,object_tracker,d-1-0,1,2.32,2624.95,8360.74,2000.0,1542.27,300,10,1028.18,200496737,10000.0,10000.0,25.0,100.0,1,1,0.5,514.09
746,ELSA,DCNS,object_tracker,d-0,3,75.83,63761.35,9750.3,4000.0,3602.37,300,10,1029.25,1145661099,10000.0,10000.0,50.0,100.0,1,6,0.5,514.625
839,ELSA,VRGame,connector,d-0,7,0.0,13616.5,1129.39,4000.0,410.11,100,10,911.37,1835732737,10000.0,10000.0,50.0,1000.0,1,7,0.01,9.1137
837,ELSA,Translation_Service,processingModule,d-0,7,126.26,21122.25,8783.61,4000.0,3242.13,2500,10,3602.37,1145661099,10000.0,10000.0,50.0,500.0,1,7,0.1,360.237
572,ELSA,DCNS,object_tracker,cloud,2,64.72,42039.65,8204.68,44800.0,1868.3,300,10,911.37,1835732737,100.0,10000.0,0.0,100.0,0,4,0.5,455.685
3065,CB-E,DCNS,object_detector,d-0,2,657.72,8969.85,9862.64,4000.0,3644.23,550,10,2082.42,1410143363,10000.0,10000.0,50.0,2000.0,1,7,0.5,1041.21
4159,MGA,VRGame,concentration_calculator,d-0,9,79.38,17843.75,5841.5,4000.0,2145.75,350,10,3792.99,1329531353,10000.0,10000.0,50.0,500.0,1,9,0.06,227.5794
3347,CB-E,DCNS,object_tracker,d-0,3,430.19,8422.45,10290.76,4000.0,3803.77,300,10,1086.79,1282538739,10000.0,10000.0,50.0,100.0,1,9,0.5,543.395
1841,Edgewards,Translation_Service,processingModule,d-0,8,207.26,23483.0,10048.44,4000.0,3701.46,2500,10,3598.64,200496737,10000.0,10000.0,50.0,500.0,1,8,0.1,359.86400000000003
3099,CB-E,VRGame,concentration_calculator,d-1-0,8,140.56,4209.0,10205.13,2000.0,1885.93,350,10,3750.43,1954324947,10000.0,10000.0,25.0,500.0,1,8,0.06,225.0258
404,ELSA,Translation_Service,processingModule,d-0,2,75.16,5440.5,2671.37,4000.0,964.4,2500,10,3750.43,1954324947,10000.0,10000.0,50.0,500.0,1,2,0.1,375.043
470,ELSA,VRGame,concentration_calculator,d-1-0,3,27.38,789.5,3879.07,2000.0,707.22,350,10,3750.43,1954324947,10000.0,10000.0,25.0,500.0,1,3,0.06,225.0258
2566,CB-E,Translation_Service,storageModule,d-1-0,3,0.0,1132.5,7935.34,2000.0,1463.01,1000,10,1083.71,1329531353,10000.0,10000.0,25.0,1000.0,1,3,0.1,108.371
421,ELSA,VRGame,connector,d-1-0,2,0.0,386.5,2257.81,2000.0,405.14,100,10,920.78,794161987,10000.0,10000.0,25.0,1000.0,1,2,0.01,9.2078
1436,Edgewards,VRGame,concentration_calculator,d-1-0,2,25.62,387.0,2649.85,2000.0,478.19,350,10,3803.77,1282538739,10000.0,10000.0,25.0,500.0,1,2,0.06,228.2262
534,ELSA,VRGame,concentration_calculator,d-1-0,3,28.17,770.5,3933.06,2000.0,717.28,350,10,3803.77,1282538739,10000.0,10000.0,25.0,500.0,1,3,0.06,228.2262
728,ELSA,DCNS,object_tracker,d-0,3,81.72,64479.35,10128.84,4000.0,3743.43,300,10,1069.55,428956419,10000.0,10000.0,50.0,100.0,1,6,0.5,534.775
1618,Edgewards,VRGame,concentration_calculator,d-1-0,5,33.06,1768.5,6481.28,2000.0,1192.08,350,10,3792.99,1329531353,10000.0,10000.0,25.0,500.0,1,5,0.06,227.5794
3284,CB-E,VRGame,concentration_calculator,d-0,1,215.75,4400.0,694.14,4000.0,227.58,350,10,3792.99,1329531353,10000.0,10000.0,50.0,500.0,1,9,0.06,227.5794
2190,CB-E,DCNS,object_detector,cloud,7,799.08,10056.05,36994.48,44800.0,9694.66,550,10,1822.73,1835732737,100.0,10000.0,0.0,2000.0,0,11,0.5,911.365
2726,CB-E,Translation_Service,storageModule,d-1-0,4,0.0,1902.5,10435.17,2000.0,1928.79,1000,10,1071.55,1954324947,10000.0,10000.0,25.0,1000.0,1,5,0.1,107.155
1155,Edgewards,Translation_Service,storageModule,d-1-0,1,0.0,195.0,2598.09,2000.0,468.54,1000,10,1041.21,1410143363,10000.0,10000.0,25.0,1000.0,1,1,0.1,104.121
948,ELSA,VRGame,connector,d-1-0,8,0.0,26012.25,5434.36,2000.0,997.01,100,10,1083.71,1329531353,10000.0,10000.0,25.0,1000.0,1,8,0.01,10.8371
2980,CB-E,Translation_Service,processingModule,d-1-0,4,719.86,2257.0,10435.17,2000.0,1928.79,2500,10,3750.43,1954324947,10000.0,10000.0,25.0,500.0,1,7,0.1,375.043
4122,MGA,Translation_Service,processingModule,d-0,8,345.12,22380.0,10582.4,4000.0,3912.45,2500,10,3803.77,1282538739,10000.0,10000.0,50.0,500.0,1,8,0.1,380.377
3183,CB-E,DCNS,object_tracker,d-0,3,414.84,8116.65,10312.0,4000.0,3811.69,300,10,1089.05,633816299,10000.0,10000.0,50.0,100.0,1,8,0.5,544.525
953,ELSA,DCNS,object_tracker,d-0,3,211.23,80385.05,10261.83,4000.0,3792.99,300,10,1083.71,1329531353,10000.0,10000.0,50.0,100.0,1,8,0.5,541.855
1632,Edgewards,VRGame,concentration_calculator,d-1-0,5,33.67,1807.5,6512.82,2000.0,1197.96,350,10,3811.69,633816299,10000.0,10000.0,25.0,500.0,1,5,0.06,228.7014
342,ELSA,DCNS,object_detector,d-0,2,645.38,110734.45,10261.83,4000.0,3792.99,550,10,2167.42,1329531353,10000.0,10000.0,50.0,2000.0,1,12,0.5,1083.71
4023,MGA,DCNS,object_detector,cloud,7,177.76,389004.8,44351.96,44800.0,11473.8,550,10,2167.42,1329531353,100.0,10000.0,0.0,2000.0,0,7,0.5,1083.71
1591,Edgewards,VRGame,connector,d-1-0,5,0.0,1922.0,6409.5,2000.0,1178.71,100,10,1071.55,1954324947,10000.0,10000.0,25.0,1000.0,1,5,0.01,10.7155
4126,MGA,DCNS,user_interface,cloud,9,0.0,496718.6,55691.52,44800.0,14559.28,200,10,534.78,428956419,100.0,10000.0,0.0,2000.0,0,9,0.025,13.3695
3056,CB-E,Translation_Service,processingModule,d-0,3,690.78,2146.0,4028.74,4000.0,1470.22,2500,10,3811.69,633816299,10000.0,10000.0,50.0,500.0,1,7,0.1,381.169
2745,CB-E,DCNS,object_tracker,d-0,2,185.25,13420.25,9865.94,4000.0,3645.46,300,10,911.37,1835732737,10000.0,10000.0,50.0,100.0,1,5,0.5,455.685
2530,CB-E,Translation_Service,storageModule,d-1-0,3,0.0,1171.5,7847.24,2000.0,1446.6,1000,10,1071.55,1954324947,10000.0,10000.0,25.0,1000.0,1,3,0.1,107.155
1545,Edgewards,DCNS,object_detector,d-0,4,179.23,52702.1,10228.8,4000.0,3683.1,550,10,1841.55,794161987,10000.0,10000.0,50.0,2000.0,1,4,0.5,920.775
4184,MGA,DCNS,object_detector,cloud,9,177.96,505388.6,54251.0,44800.0,14173.46,550,10,2082.42,1410143363,100.0,10000.0,0.0,2000.0,0,9,0.5,1041.21
4103,MGA,VRGame,concentration_calculator,d-0,8,79.06,15834.25,5226.94,4000.0,1916.73,350,10,3811.69,633816299,10000.0,10000.0,50.0,500.0,1,8,0.06,228.7014
3952,MGA,DCNS,object_tracker,cloud,6,177.4,333455.9,38322.36,44800.0,9834.68,300,10,1083.71,1329531353,100.0,10000.0,0.0,100.0,0,6,0.5,541.855
2188,CB-E,VRGame,connector,d-1-0,9,0.0,6516.5,10795.28,2000.0,1995.89,100,10,911.37,1835732737,10000.0,10000.0,25.0,1000.0,1,11,0.01,9.1137
331,ELSA,DCNS,object_detector,d-0,3,561.43,113071.45,9966.94,4000.0,3683.1,550,10,1841.55,794161987,10000.0,10000.0,50.0,2000.0,1,12,0.5,920.775
1771,Edgewards,Translation_Service,processingModule,d-0,7,122.98,21037.25,8806.84,4000.0,3238.78,2500,10,3598.64,200496737,10000.0,10000.0,50.0,500.0,1,7,0.1,359.86400000000003
255,ELSA,DCNS,object_detector,d-0,2,585.77,104042.6,10312.0,4000.0,3811.69,550,10,2178.11,633816299,10000.0,10000.0,50.0,2000.0,1,11,0.5,1089.055
3088,CB-E,DCNS,user_interface,cloud,8,0.0,8309.65,29266.42,44800.0,7593.82,200,10,534.78,428956419,100.0,10000.0,0.0,2000.0,0,8,0.025,13.3695
1055,ELSA,DCNS,object_tracker,cloud,6,243.89,92068.9,39579.94,44800.0,10397.5,300,10,1028.18,200496737,100.0,10000.0,0.0,100.0,0,9,0.5,514.09
3113,CB-E,VRGame,connector,d-1-0,8,0.0,4227.0,9805.54,2000.0,1811.48,100,10,1029.25,1145661099,10000.0,10000.0,25.0,1000.0,1,8,0.01,10.2925
3412,MGA,DCNS,user_interface,cloud,1,0.0,10076.7,1379.88,44800.0,13.02,200,10,520.6,1410143363,100.0,10000.0,0.0,2000.0,0,1,0.025,13.015
3326,CB-E,VRGame,concentration_calculator,d-0,1,153.86,4775.5,670.19,4000.0,218.65,350,10,3644.23,1410143363,10000.0,10000.0,50.0,500.0,1,9,0.06,218.6538
84,ELSA,DCNS,object_detector,cloud,8,538.98,96764.75,47155.2,44800.0,12456.79,550,10,2143.1,1954324947,100.0,10000.0,0.0,2000.0,0,10,0.5,1071.55
976,ELSA,DCNS,user_interface,cloud,8,0.0,81917.05,34271.4,44800.0,8954.4,200,10,520.6,1410143363,100.0,10000.0,0.0,2000.0,0,8,0.025,13.015
1706,Edgewards,DCNS,object_detector,cloud,6,177.67,333798.9,38504.71,44800.0,9883.16,550,10,2178.11,633816299,100.0,10000.0,0.0,2000.0,0,6,0.5,1089.055
149,ELSA,DCNS,object_tracker,d-0,3,311.52,95589.75,10312.0,4000.0,3811.69,300,10,1089.05,633816299,10000.0,10000.0,50.0,100.0,1,10,0.5,544.525
3516,MGA,VRGame,connector,d-0,11,0.0,23836.25,6001.85,4000.0,2205.51,100,10,911.37,1835732737,10000.0,10000.0,50.0,1000.0,1,11,0.01,9.1137
1558,Edgewards,DCNS,object_tracker,cloud,4,177.3,222462.1,24985.71,44800.0,6220.51,300,10,1028.18,200496737,100.0,10000.0,0.0,100.0,0,4,0.5,514.09
1642,Edgewards,DCNS,object_tracker,cloud,5,177.35,280927.0,31078.51,44800.0,7874.15,300,10,1041.21,1410143363,100.0,10000.0,0.0,100.0,0,5,0.5,520.605
1698,Edgewards,DCNS,object_tracker,cloud,6,177.4,333611.9,36427.0,44800.0,9330.76,300,10,1028.18,200496737,100.0,10000.0,0.0,100.0,0,6,0.5,514.09
2143,CB-E,VRGame,concentration_calculator,d-0,3,511.46,4392.5,1891.61,4000.0,673.82,350,10,3743.43,428956419,10000.0,10000.0,50.0,500.0,1,11,0.06,224.6058
1531,Edgewards,DCNS,object_detector,cloud,4,177.46,219142.1,25010.21,44800.0,6226.95,550,10,2058.5,1145661099,100.0,10000.0,0.0,2000.0,0,4,0.5,1029.25
552,ELSA,VRGame,connector,d-1-0,4,0.0,1288.5,5144.28,2000.0,942.97,100,10,1071.55,1954324947,10000.0,10000.0,25.0,1000.0,1,4,0.01,10.7155
1836,Edgewards,VRGame,connector,d-1-0,8,0.0,4265.0,9795.47,2000.0,1809.6,100,10,1028.18,200496737,10000.0,10000.0,25.0,1000.0,1,8,0.01,10.2818
1374,Edgewards,VRGame,connector,d-1-0,2,0.0,371.0,2609.14,2000.0,470.6,100,10,1069.55,428956419,10000.0,10000.0,25.0,1000.0,1,2,0.01,10.6955
2724,CB-E,Translation_Service,storageModule,d-0,1,0.0,1902.5,1377.4,4000.0,482.2,1000,10,1071.55,1954324947,10000.0,10000.0,50.0,1000.0,1,5,0.1,107.155
608,ELSA,DCNS,object_detector,cloud,2,30.99,43572.65,11547.71,44800.0,2777.09,550,10,2178.11,633816299,100.0,10000.0,0.0,2000.0,0,4,0.5,1089.055
3694,MGA,DCNS,object_tracker,d-0,2,27.54,20179.65,8465.61,4000.0,3123.63,300,10,1041.21,1410143363,10000.0,10000.0,50.0,100.0,1,2,0.5,520.605
2113,CB-E,Translation_Service,processingModule,d-1-0,4,868.99,2451.0,10604.25,2000.0,1960.3,2500,10,3811.69,633816299,10000.0,10000.0,25.0,500.0,1,10,0.1,381.169
3360,MGA,Translation_Service,storageModule,d-0,1,0.0,2530.25,1374.99,4000.0,481.3,1000,10,1069.55,428956419,10000.0,10000.0,50.0,1000.0,1,1,0.1,106.955
2277,CB-E,DCNS,object_tracker,d-0,3,480.29,7711.05,10290.76,4000.0,3803.77,300,10,1086.79,1282538739,10000.0,10000.0,50.0,100.0,1,11,0.5,543.395
2235,CB-E,DCNS,object_tracker,d-0,3,458.75,7481.05,9740.29,4000.0,3598.64,300,10,1028.18,200496737,10000.0,10000.0,50.0,100.0,1,11,0.5,514.09
1727,Edgewards,DCNS,object_detector,cloud,7,177.75,386372.8,43789.89,44800.0,11323.89,550,10,2139.1,428956419,100.0,10000.0,0.0,2000.0,0,7,0.5,1069.55
36,ELSA,VRGame,connector,d-1-0,1,0.0,132.5,1363.0,2000.0,238.42,100,10,1083.71,1329531353,10000.0,10000.0,25.0,1000.0,1,1,0.01,10.8371
3,ELSA,DCNS,object_detector,d-0,1,27.23,10496.7,4388.61,4000.0,1604.33,550,10,2139.1,428956419,10000.0,10000.0,50.0,2000.0,1,1,0.5,1069.55
3860,MGA,DCNS,user_interface,cloud,5,0.0,273887.0,30736.78,44800.0,7783.69,200,10,514.62,1145661099,100.0,10000.0,0.0,2000.0,0,5,0.025,12.8655
1757,Edgewards,Translation_Service,processingModule,d-0,7,99.57,22367.25,7990.44,4000.0,2900.44,2500,10,3222.71,794161987,10000.0,10000.0,50.0,500.0,1,7,0.1,322.271
1492,Edgewards,VRGame,concentration_calculator,d-1-0,3,28.04,750.5,3941.07,2000.0,718.78,350,10,3811.69,633816299,10000.0,10000.0,25.0,500.0,1,3,0.06,228.7014
3630,MGA,DCNS,object_tracker,cloud,12,177.7,676321.3,74707.95,44800.0,19725.28,300,10,1086.79,1282538739,100.0,10000.0,0.0,100.0,0,12,0.5,543.395
2243,CB-E,VRGame,concentration_calculator,d-1-0,8,489.44,4345.5,10545.8,2000.0,1949.41,350,10,3811.69,633816299,10000.0,10000.0,25.0,500.0,1,11,0.06,228.7014
3240,CB-E,Translation_Service,processingModule,d-0,5,803.95,2389.5,6553.27,4000.0,2410.99,2500,10,3750.43,1954324947,10000.0,10000.0,50.0,500.0,1,9,0.1,375.043
62,ELSA,Translation_Service,storageModule,d-0,1,0.0,2610.25,1340.76,4000.0,468.54,1000,10,1041.21,1410143363,10000.0,10000.0,50.0,1000.0,1,1,0.1,104.121
1985,CB-E,DCNS,object_detector,d-1-0,1,3.85,2251.95,8850.78,2000.0,1633.58,550,10,2178.11,633816299,10000.0,10000.0,25.0,2000.0,1,1,0.5,1089.055
523,ELSA,DCNS,object_tracker,d-0,3,28.07,32904.6,10312.0,4000.0,3811.69,300,10,1089.05,633816299,10000.0,10000.0,50.0,100.0,1,3,0.5,544.525
786,ELSA,VRGame,connector,d-1-0,6,0.0,19295.75,5343.84,2000.0,980.15,100,10,1089.05,633816299,10000.0,10000.0,25.0,1000.0,1,6,0.01,10.8905
375,ELSA,DCNS,object_detector,d-0,2,613.31,111732.45,9862.64,4000.0,3644.23,550,10,2082.42,1410143363,10000.0,10000.0,50.0,2000.0,1,12,0.5,1041.21
3332,CB-E,DCNS,object_detector,d-0,2,776.62,8454.45,9862.64,4000.0,3644.23,550,10,2082.42,1410143363,10000.0,10000.0,50.0,2000.0,1,9,0.5,1041.21
3074,CB-E,VRGame,connector,d-1-0,7,0.0,3372.0,9065.88,2000.0,1673.66,100,10,1086.79,1282538739,10000.0,10000.0,25.0,1000.0,1,7,0.01,10.8679
981,ELSA,Translation_Service,processingModule,d-0,8,255.13,23053.0,10142.05,4000.0,3748.35,2500,10,3644.23,1410143363,10000.0,10000.0,50.0,500.0,1,8,0.1,364.423
345,ELSA,Translation_Service,storageModule,cloud,4,0.0,27316.5,8507.72,44800.0,1950.68,1000,10,1083.71,1329531353,100.0,10000.0,0.0,1000.0,0,12,0.1,108.371
4177,MGA,DCNS,object_detector,cloud,9,177.97,500604.6,56682.68,44800.0,14824.75,550,10,2178.11,633816299,100.0,10000.0,0.0,2000.0,0,9,0.5,1089.055
2563,CB-E,DCNS,object_detector,d-1-0,1,22.5,8773.45,8807.77,2000.0,1625.57,550,10,2167.42,1329531353,10000.0,10000.0,25.0,2000.0,1,3,0.5,1083.71
1691,Edgewards,DCNS,object_tracker,cloud,6,177.4,333455.9,38322.36,44800.0,9834.68,300,10,1083.71,1329531353,100.0,10000.0,0.0,100.0,0,6,0.5,541.855
1845,Edgewards,DCNS,object_tracker,cloud,8,177.51,445002.7,50623.35,44800.0,13177.55,300,10,1089.05,633816299,100.0,10000.0,0.0,100.0,0,8,0.5,544.525
2720,CB-E,DCNS,object_tracker,d-0,3,278.43,10055.25,10147.62,4000.0,3750.43,300,10,1071.55,1954324947,10000.0,10000.0,50.0,100.0,1,5,0.5,535.775
2421,CB-E,Translation_Service,processingModule,d-0,8,903.96,2532.0,10582.4,4000.0,3912.45,2500,10,3803.77,1282538739,10000.0,10000.0,50.0,500.0,1,12,0.1,380.377
1833,Edgewards,Translation_Service,storageModule,d-0,8,0.0,21962.75,10591.12,4000.0,3901.36,1000,10,1083.71,1329531353,10000.0,10000.0,50.0,1000.0,1,8,0.1,108.371
888,ELSA,DCNS,object_tracker,cloud,4,140.19,73963.2,28478.28,44800.0,7379.57,300,10,1041.21,1410143363,100.0,10000.0,0.0,100.0,0,7,0.5,520.605
86,ELSA,DCNS,object_detector,d-0,2,538.98,96764.75,10147.62,4000.0,3750.43,550,10,2143.1,1954324947,10000.0,10000.0,50.0,2000.0,1,10,0.5,1071.55
2970,CB-E,VRGame,connector,d-1-0,7,0.0,3447.0,8939.92,2000.0,1650.19,100,10,1071.55,1954324947,10000.0,10000.0,25.0,1000.0,1,7,0.01,10.7155
1546,Edgewards,Translation_Service,processingModule,d-1-0,4,96.13,1900.0,8978.59,2000.0,1657.4,2500,10,3222.71,794161987,10000.0,10000.0,25.0,500.0,1,4,0.1,322.271
54,ELSA,Translation_Service,processingModule,d-0,1,79.51,2584.25,1398.54,4000.0,490.07,2500,10,3811.69,633816299,10000.0,10000.0,50.0,500.0,1,1,0.1,381.169
